,lat,long,bedrooms,bathrooms,floors,waterfront,grade,condition,sqft_living,sqft_lot,sqft_above,sqft_basement,yr_built,yr_renovated,year_2014,quarter_0,quarter_1,quarter_2,price
8198,47.4557,-122.26899999999999,4,1.5,1.0,1,7,3,2040,10488,1190,850,57,0,1,0,0,0,261000
8199,47.5039,-122.361,5,1.0,1.5,1,6,3,1460,11726,1290,170,82,0,1,0,0,0,180000
8200,47.563,-122.178,3,2.25,1.0,1,8,5,2230,11835,1630,600,44,0,1,0,0,0,652450
8201,47.2671,-122.236,3,2.5,2.0,1,7,3,1740,10050,1740,0,29,0,1,0,0,0,225000
8202,47.7569,-122.32600000000001,3,1.75,1.0,1,7,3,1900,7076,1130,770,41,0,1,0,0,0,315000
8203,47.4916,-122.25399999999999,3,1.0,1.0,1,7,3,1340,10035,1340,0,59,0,1,0,0,0,227000
8204,47.7775,-122.365,2,1.5,1.0,1,7,3,1260,9693,1260,0,61,0,1,0,0,0,245560
8205,47.7522,-122.307,4,1.0,1.5,1,7,3,2180,10617,2180,0,68,0,1,0,0,0,359000
8206,47.776,-122.24600000000001,4,2.5,2.0,1,8,3,2800,21370,2800,0,15,0,1,0,0,0,515000
8207,47.7533,-122.307,3,1.0,1.0,1,7,3,1050,9083,1050,0,67,0,1,0,0,0,325000
8208,47.4425,-122.272,3,1.5,1.0,1,7,3,1890,9000,1190,700,59,0,1,0,0,0,240000
8209,47.467,-122.185,4,1.0,1.0,1,7,4,1740,8100,1020,720,56,0,1,0,0,0,260000
8210,47.667,-122.178,4,2.25,2.0,1,8,3,1990,8548,1990,0,45,0,1,0,0,0,435000
8211,47.7163,-122.333,3,1.75,1.0,1,8,4,1440,9065,1440,0,46,0,1,0,0,0,409000
8212,47.4276,-122.15700000000001,4,2.75,1.0,1,7,3,2060,6659,1280,780,37,0,1,0,0,0,322500
8213,47.4423,-122.178,4,2.5,2.0,1,8,3,2600,8921,2600,0,27,0,1,0,0,0,392000
8214,47.6916,-122.214,3,1.75,2.0,1,8,3,1490,3840,1490,0,34,1,1,0,0,0,835000
8215,47.63399999999999,-122.288,4,3.0,2.0,1,10,3,3540,11098,3000,540,78,0,1,0,0,0,2200000
8216,47.7264,-122.307,3,1.75,1.0,1,7,3,1800,7199,1300,500,46,0,1,0,0,0,500000
8217,47.4359,-122.165,3,2.5,1.0,1,7,3,1490,8005,1090,400,42,0,1,0,0,0,271500
8218,47.5832,-122.29,5,3.5,2.5,1,10,5,4870,7700,3650,1220,89,0,1,0,0,0,1735000
8219,47.3739,-122.29,3,2.25,1.0,1,8,4,1640,7630,1180,460,50,0,1,0,0,0,247000
8220,47.5695,-122.087,2,1.75,1.0,1,8,3,1810,7523,1170,640,56,1,1,0,0,0,501000
8221,47.568999999999996,-122.086,4,2.25,1.0,1,8,3,1580,7307,1160,420,45,0,1,0,0,0,525000
8222,47.3686,-122.05799999999999,4,2.5,2.0,1,9,3,2811,7251,2811,0,9,0,1,0,0,0,455000
8223,47.5491,-122.272,4,1.5,1.0,1,7,3,2140,7920,1190,950,59,0,1,0,0,0,378000
8224,47.4377,-122.132,3,2.5,2.0,1,8,4,2210,7000,2210,0,33,0,1,0,0,0,412000
8225,47.6885,-122.211,3,2.5,1.0,1,7,5,1810,7200,1310,500,58,0,1,0,0,0,827500
8226,47.3768,-122.118,4,2.5,2.0,1,7,4,1580,6633,1580,0,34,0,1,0,0,0,291000
8227,47.5703,-122.28,4,4.25,2.5,1,12,4,6410,43838,5610,800,112,0,1,0,0,0,2725000
8228,47.488,-122.221,3,1.75,1.0,1,7,3,1990,6500,1090,900,57,0,1,0,0,0,285000
8229,47.2601,-122.286,4,2.75,2.0,1,8,3,1830,6643,1830,0,17,0,1,0,0,0,250000
8230,47.6638,-122.12799999999999,3,2.0,2.0,1,8,4,1650,6408,1650,0,41,0,1,0,0,0,440000
8231,47.6716,-122.279,2,1.0,1.0,1,7,4,1470,6398,970,500,77,0,1,0,0,0,602000
8232,47.7412,-122.16799999999999,3,2.5,2.0,1,9,3,2100,12338,2100,0,21,0,1,0,0,0,521900
8233,47.6955,-122.289,4,2.5,2.0,1,8,3,2672,4297,2020,652,13,0,1,0,0,0,700000
8234,47.3113,-122.35799999999999,3,2.25,1.0,1,7,3,1460,5818,1140,320,32,0,1,0,0,0,240000
8235,47.5333,-121.859,4,2.5,2.0,1,9,3,2920,6000,2920,0,14,0,1,0,0,0,675000
8236,47.5521,-122.37299999999999,4,1.75,1.0,1,7,5,1760,5750,1070,690,56,0,1,0,0,0,471000
8237,47.4286,-122.185,3,2.0,1.0,1,8,3,1570,5600,1570,0,19,0,1,0,0,0,325000
8238,47.5839,-122.383,3,1.75,1.5,1,7,5,1520,5500,1520,0,82,0,1,0,0,0,738000
8239,47.5677,-122.31700000000001,4,2.0,1.0,1,6,4,1750,5202,1070,680,76,0,1,0,0,0,330000
8240,47.202,-121.994,3,1.0,1.5,1,6,3,1320,3954,1320,0,106,1,1,0,0,0,209000
8241,47.6871,-122.334,2,2.0,1.0,1,7,5,1660,5200,1120,540,112,0,1,0,0,0,601150
8242,47.6278,-122.292,3,2.5,2.0,1,8,3,2320,5000,1620,700,111,1,1,0,0,0,900000
8243,47.5787,-122.402,3,1.5,1.0,1,8,4,2180,5000,1090,1090,77,0,1,0,0,0,720000
8244,47.68,-122.304,2,1.0,2.0,1,7,4,1420,4635,1420,0,77,1,1,0,0,0,496000
8245,47.5525,-122.273,3,2.25,2.0,1,9,3,1850,2575,1850,0,5,0,1,0,0,0,474950
8246,47.6885,-122.337,2,1.0,1.0,1,7,3,950,3960,950,0,77,0,1,0,0,0,482000
8247,47.6885,-122.38,3,1.75,1.5,1,8,4,2040,4005,1740,300,88,0,1,0,0,0,620000
8248,47.6842,-122.363,6,2.75,2.0,1,8,5,3500,5150,2430,1070,109,0,1,0,0,0,865000
8249,47.6629,-122.329,3,1.75,2.0,1,8,4,2150,2527,1400,750,112,0,1,0,0,0,762000
8250,47.6385,-122.344,2,1.0,1.0,1,7,3,1090,3160,840,250,92,0,1,0,0,0,474000
8251,47.68,-122.353,2,1.0,1.0,1,7,5,990,3120,790,200,111,0,1,0,0,0,437500
8252,47.6028,-122.309,2,1.5,2.0,1,8,3,1050,1046,960,90,11,0,1,0,0,0,375000
8253,47.5443,-122.385,3,2.0,2.0,1,7,3,1060,1184,730,330,12,0,1,0,0,0,346000
8254,47.6827,-122.346,3,2.25,3.0,1,8,3,1540,1005,1540,0,10,0,1,0,0,0,550000
8255,47.5252,-122.361,4,2.0,1.0,1,7,3,1720,2410,970,750,88,1,1,0,0,0,375000
8256,47.6871,-122.339,3,2.25,3.0,1,8,3,1300,1180,1300,0,10,0,1,0,0,0,515000
8257,47.6357,-122.324,3,3.25,3.0,1,8,3,1490,902,1220,270,17,0,1,0,0,0,500000
8258,47.6609,-121.89200000000001,3,2.0,1.5,1,7,3,2350,266151,2350,0,35,0,1,0,0,0,510000
8259,47.3304,-122.13,3,2.5,1.0,1,7,3,2160,59241,2160,0,11,0,1,0,0,0,389900
8260,47.6417,-121.992,4,2.5,2.0,1,10,3,4600,67369,4600,0,28,0,1,0,0,0,800000
8261,47.6392,-122.163,4,2.75,1.0,1,9,4,2980,42253,1860,1120,45,0,1,0,0,0,949000
8262,47.4823,-122.031,4,2.5,2.0,1,9,3,2490,34947,2150,340,33,0,1,0,0,0,520000
8263,47.6908,-122.052,4,2.5,2.0,1,10,3,4070,57587,4070,0,29,0,1,0,0,0,965000
8264,47.4736,-121.73100000000001,4,2.5,2.0,1,9,3,2500,50595,2500,0,21,0,1,0,0,0,545000
8265,47.527,-122.193,3,2.25,2.0,1,8,3,2530,27227,2530,0,31,0,1,0,0,0,450000
8266,47.7757,-122.139,4,2.25,1.0,1,8,3,2600,28600,1810,790,50,0,1,0,0,0,440000
8267,47.481,-122.115,3,1.75,1.0,1,7,4,1740,29597,1740,0,53,0,1,0,0,0,350000
8268,47.4833,-122.23700000000001,2,1.0,1.0,1,7,3,1280,12500,1060,220,67,0,1,0,0,0,281000
8269,47.4825,-122.10799999999999,3,1.0,1.0,1,7,3,1000,16376,1000,0,59,0,1,0,0,0,228000
8270,47.4223,-122.34299999999999,6,2.5,1.0,1,8,3,3370,15625,1770,1600,54,0,1,0,0,0,570000
8271,47.7573,-122.27799999999999,3,1.5,1.0,1,8,4,2270,8187,1420,850,64,0,1,0,0,0,410000
8272,47.6191,-122.145,4,2.5,1.0,1,8,3,2720,13500,1510,1210,49,0,1,0,0,0,549950
8273,47.2668,-122.25200000000001,6,1.5,1.5,1,8,4,2140,36509,2140,0,115,1,1,0,0,0,230000
8274,47.5441,-122.131,4,2.5,2.0,1,10,3,3540,18168,3540,0,22,0,1,0,0,0,925000
8275,47.4701,-121.744,2,1.75,1.0,1,6,3,1550,9230,970,580,49,0,1,0,0,0,349900
8276,47.7508,-122.175,3,2.5,1.0,1,7,3,1630,10762,1630,0,24,0,1,0,0,0,425000
8277,47.4006,-122.322,4,2.75,1.0,1,8,3,2960,10454,2360,600,39,0,1,0,0,0,385000
8278,47.345,-122.28299999999999,3,2.0,1.0,1,7,3,1440,10111,1440,0,55,0,1,0,0,0,210000
8279,47.6261,-122.125,6,2.75,1.5,1,8,4,3610,10003,3610,0,52,0,1,0,0,0,650000
8280,47.3067,-122.39399999999999,3,2.5,2.0,1,9,3,2370,9102,2370,0,28,0,1,0,0,0,330000
8281,47.4459,-121.773,3,1.75,1.0,1,7,4,2370,9750,1280,1090,39,0,1,0,0,0,355000
8282,47.7487,-122.08200000000001,3,1.75,1.0,1,7,3,1920,9102,1920,0,50,0,1,0,0,0,400000
8283,47.4143,-122.206,3,1.5,1.0,1,7,4,1360,9980,1360,0,52,0,1,0,0,0,244900
8284,47.5945,-122.20100000000001,5,1.75,2.0,1,8,5,1790,9335,1790,0,66,0,1,0,0,0,695000
8285,47.5982,-122.17200000000001,3,3.0,1.0,1,9,3,2330,7304,1300,1030,47,0,1,0,0,0,516000
8286,47.7082,-122.338,3,2.5,1.0,1,8,3,1450,5175,1030,420,23,0,1,0,0,0,465000
8287,47.6775,-122.165,3,2.5,2.0,1,8,3,1860,10027,1860,0,25,0,1,0,0,0,625000
8288,47.3755,-122.27799999999999,3,1.0,2.0,1,8,3,1752,14626,1752,0,13,0,1,0,0,0,249000
8289,47.6011,-122.19200000000001,4,2.0,1.0,1,8,4,1610,8976,1610,0,52,0,1,0,0,0,650000
8290,47.328,-122.337,3,1.0,1.0,1,6,2,1520,8450,1120,400,57,0,1,0,0,0,135000
8291,47.3115,-122.4,3,2.5,2.0,1,8,3,1800,8697,1800,0,31,0,1,0,0,0,280000
8292,47.7246,-122.3,3,1.0,1.0,1,8,3,1460,8290,1460,0,59,0,1,0,0,0,399000
8293,47.4564,-122.162,3,2.25,1.0,1,7,3,1900,8125,1540,360,49,0,1,0,0,0,340000
8294,47.3165,-122.325,3,1.0,1.0,1,6,3,970,7790,970,0,51,0,1,0,0,0,219000
8295,47.4445,-122.126,4,2.5,2.0,1,8,3,3190,9856,3190,0,39,0,1,0,0,0,387500
8296,47.5745,-122.113,3,2.75,2.0,1,8,3,2870,6600,2870,0,34,0,1,0,0,0,755000
8297,47.7657,-122.321,3,1.0,1.0,1,6,3,940,7913,940,0,70,0,1,0,0,0,280000
8298,47.7316,-122.221,5,2.5,1.0,1,7,4,2250,7945,1360,890,41,0,1,0,0,0,446950
8299,47.4821,-122.19200000000001,3,3.25,1.0,1,8,4,2650,7819,1760,890,62,0,1,0,0,0,410000
8300,47.4503,-122.15700000000001,5,1.5,2.0,1,7,3,1930,7480,1930,0,52,0,1,0,0,0,270000
8301,47.7354,-122.17399999999999,4,2.25,1.0,1,7,3,2170,8050,1220,950,42,0,1,0,0,0,466000
8302,47.4979,-122.37100000000001,3,3.5,2.0,1,8,3,2620,10137,1970,650,26,0,1,0,0,0,538000
8303,47.5044,-122.19,3,1.75,1.0,1,7,3,1720,7202,1720,0,23,0,1,0,0,0,404000
8304,47.73,-122.191,3,1.5,1.0,1,7,3,1590,6750,1080,510,42,0,1,0,0,0,357000
8305,47.7602,-122.306,4,1.0,1.5,1,7,4,1460,7200,1460,0,63,0,1,0,0,0,320000
8306,47.7161,-122.17,4,2.5,1.0,1,7,4,2240,7245,1140,1100,46,0,1,0,0,0,475000
8307,47.3639,-122.185,3,2.5,2.0,1,7,3,1770,7336,1770,0,22,0,1,0,0,0,270000
8308,47.7042,-122.369,2,1.0,1.0,1,6,3,860,7102,860,0,71,0,1,0,0,0,340000
8309,47.3033,-122.381,3,1.0,1.0,1,7,3,1330,6900,1330,0,42,0,1,0,0,0,209000
8310,47.5974,-122.2,3,1.0,1.0,1,7,4,940,8377,940,0,66,0,1,0,0,0,725000
8311,47.5271,-122.274,5,2.75,1.0,1,7,5,2130,5000,1100,1030,40,0,1,0,0,0,353000
8312,47.5053,-122.242,4,1.75,1.0,1,7,4,1820,6930,1320,500,66,0,1,0,0,0,350000
8313,47.7196,-122.02,2,2.5,1.0,1,8,3,2300,6400,2300,0,11,0,1,0,0,0,705000
8314,47.3036,-122.37700000000001,3,1.75,1.0,1,7,4,1710,6400,1240,470,42,0,1,0,0,0,260000
8315,47.5492,-122.274,2,1.0,1.0,1,7,4,1180,9261,940,240,61,0,1,0,0,0,343000
8316,47.7243,-121.95700000000001,4,2.5,2.0,1,7,3,2495,5751,2495,0,16,0,1,0,0,0,436000
8317,47.559,-122.397,4,1.75,1.5,1,7,4,2350,6200,1410,940,72,0,1,0,0,0,555000
8318,47.5111,-122.256,3,1.75,1.0,1,6,5,1040,5650,1040,0,67,0,1,0,0,0,258000
8319,47.6362,-122.28200000000001,4,2.25,1.0,1,8,5,2870,6000,1730,1140,67,0,1,0,0,0,1265000
8320,47.6955,-122.18299999999999,3,2.5,1.0,1,8,4,1460,4961,1150,310,30,0,1,0,0,0,475000
8321,47.2105,-121.98899999999999,4,2.0,1.5,1,6,5,1520,6174,1520,0,98,0,1,0,0,0,210000
8322,47.6985,-122.348,3,2.0,1.5,1,7,3,1150,4500,1150,0,101,1,1,0,0,0,450000
8323,47.3512,-122.008,3,2.5,2.0,1,8,3,2350,5100,2350,0,15,0,1,0,0,0,390000
8324,47.5238,-122.35600000000001,3,1.5,1.0,1,6,3,910,5120,910,0,45,0,1,0,0,0,232900
8325,47.652,-122.404,2,2.0,1.0,1,7,3,1370,3827,1020,350,66,0,1,0,0,0,535000
8326,47.6031,-122.296,6,2.0,2.0,1,7,1,3080,5500,3080,0,118,0,1,0,0,0,432500
8327,47.6785,-122.396,6,2.25,2.0,1,7,4,2550,5000,2550,0,111,0,1,0,0,0,1020000
8328,47.6827,-122.376,5,2.5,1.5,1,7,4,2720,5000,1530,1190,79,0,1,0,0,0,580000
8329,47.6288,-122.3,2,1.0,1.5,1,7,3,950,4560,950,0,93,0,1,0,0,0,450000
8330,47.6727,-122.33,3,2.0,2.0,1,7,3,1650,3952,1650,0,68,0,1,0,0,0,550000
8331,47.6362,-122.302,3,1.0,1.5,1,8,3,1660,4400,1460,200,107,0,1,0,0,0,780000
8332,47.6058,-122.3,4,1.0,1.5,1,7,3,1740,4400,1740,0,94,0,1,0,0,0,382000
8333,47.574,-122.37200000000001,2,1.0,1.0,1,7,5,2100,4480,1400,700,110,0,1,0,0,0,420000
8334,47.5352,-122.38,3,2.75,1.0,1,7,3,2160,4086,1380,780,31,0,1,0,0,0,528000
8335,47.6423,-122.37,3,1.5,2.0,1,8,3,1960,2400,1330,630,107,0,1,0,0,0,792500
8336,47.6196,-122.29700000000001,3,2.25,3.0,1,8,3,1640,1873,1640,0,4,0,1,0,0,0,759000
8337,47.6721,-122.395,2,1.0,1.0,1,7,4,1060,3588,960,100,92,0,1,0,0,0,506000
8338,47.6754,-122.3,4,1.75,1.5,1,7,5,2280,3680,1470,810,92,0,1,0,0,0,665000
8339,47.5675,-122.369,3,3.5,2.0,1,8,3,1900,2133,1520,380,9,0,1,0,0,0,420000
8340,47.6823,-122.348,2,1.0,1.0,1,6,4,720,3255,720,0,113,0,1,0,0,0,403000
8341,47.6764,-122.389,3,2.5,2.0,1,8,3,1960,3060,1960,0,8,0,1,0,0,0,732000
8342,47.349,-122.024,3,2.0,2.0,1,6,3,1470,2781,1470,0,15,0,1,0,0,0,250000
8343,47.5554,-122.382,3,2.75,2.0,1,7,3,1250,1655,830,420,12,0,1,0,0,0,370000
8344,47.5877,-122.29799999999999,2,1.0,2.0,1,7,3,900,2728,900,0,20,0,1,0,0,0,290000
8345,47.349,-122.025,2,2.0,2.0,1,6,3,1200,3624,1200,0,15,0,1,0,0,0,234000
8346,47.5171,-122.34700000000001,3,1.75,2.0,1,8,3,1410,1899,1410,0,4,0,1,0,0,0,267800
8347,47.5445,-122.375,4,1.5,1.5,1,8,3,1690,3245,1690,0,89,0,1,0,0,0,440000
8348,47.6991,-122.346,3,2.25,3.0,1,8,3,1540,1561,1540,0,8,0,1,0,0,0,375000
8349,47.6601,-122.4,3,2.25,2.0,1,7,3,1460,968,1140,320,15,0,1,0,0,0,443750
8350,47.5621,-122.384,3,2.5,2.0,1,7,3,1260,900,940,320,11,0,1,0,0,0,380000
8351,47.6058,-122.319,2,1.5,2.0,1,7,3,830,1077,830,0,12,0,1,0,0,0,350000
8352,47.7064,-122.344,2,2.25,2.0,1,8,3,850,1656,850,0,17,0,1,0,0,0,233000
8353,47.6704,-122.391,3,2.5,3.0,1,8,3,1300,1187,1300,0,13,0,1,0,0,0,505500
8354,47.5324,-122.073,2,2.25,2.0,1,7,3,1230,1078,1160,70,10,0,1,0,0,0,325000
8355,47.2527,-121.98,4,3.0,2.0,1,9,3,3620,403693,3620,0,38,0,1,0,0,0,495000
8356,47.6465,-122.024,3,2.5,1.5,1,8,3,2580,214315,2580,0,72,1,1,0,0,0,400000
8357,47.7226,-122.039,4,4.0,2.0,1,11,3,4090,51908,4090,0,27,0,1,0,0,0,1035000
8358,47.7402,-122.035,4,1.5,2.0,1,10,3,2720,37258,2720,0,24,0,1,0,0,0,632500
8359,47.3106,-122.116,4,2.25,2.0,1,9,4,2690,36114,2690,0,32,0,1,0,0,0,460000
8360,47.6709,-122.052,4,2.0,2.0,1,8,4,3410,15143,3410,0,46,1,1,0,0,0,599000
8361,47.4418,-122.354,3,3.5,2.0,2,12,3,4660,21164,4660,0,43,1,1,0,0,0,1637500
8362,47.3207,-122.29299999999999,3,2.25,1.0,1,10,3,3280,79279,3280,0,17,0,1,0,0,0,645000
8363,47.355,-122.319,4,3.5,2.0,1,10,3,3290,20107,2220,1070,28,0,1,0,0,0,799000
8364,47.632,-122.09200000000001,3,2.5,1.0,1,9,4,2020,11935,2020,0,42,0,1,0,0,0,560000
8365,47.4674,-122.178,3,1.75,1.0,1,7,4,1810,21138,1240,570,41,0,1,0,0,0,300000
8366,47.5211,-122.15100000000001,4,3.25,2.0,1,11,3,3960,12895,3960,0,17,0,1,0,0,0,1185000
8367,47.7399,-122.197,3,2.75,1.0,1,7,3,2020,9505,1260,760,49,0,1,0,0,0,401000
8368,47.5699,-122.226,6,3.5,2.0,1,10,3,3720,11690,3720,0,15,0,1,0,0,0,1520000
8369,47.4644,-121.745,3,2.0,1.0,1,7,3,930,11475,930,0,40,0,1,0,0,0,255000
8370,47.7429,-122.321,4,1.0,1.5,1,6,5,1020,11383,1020,0,71,0,1,0,0,0,364000
8371,47.4756,-122.15700000000001,4,1.75,1.0,1,7,4,1730,9520,1730,0,47,0,1,0,0,0,320000
8372,47.7023,-122.27600000000001,2,1.0,1.0,1,7,4,1430,12092,1430,0,80,0,1,0,0,0,460000
8373,47.412,-122.16799999999999,6,4.25,2.0,1,10,4,5480,189050,5140,340,27,0,1,0,0,0,800000
8374,47.6601,-122.135,3,1.75,1.0,1,8,3,1600,16510,1600,0,34,0,1,0,0,0,490000
8375,47.7481,-122.3,3,1.0,1.0,1,7,3,1060,10228,1060,0,70,0,1,0,0,0,230000
8376,47.5947,-122.135,4,1.75,1.0,1,7,4,1710,8947,1710,0,62,0,1,0,0,0,571900
8377,47.3338,-122.34100000000001,3,1.75,1.0,1,7,4,1370,10050,1370,0,52,0,1,0,0,0,268000
8378,47.61600000000001,-122.21799999999999,4,2.75,1.0,1,8,3,2660,9547,1930,730,50,1,1,0,0,0,1444000
8379,47.6224,-122.109,4,1.75,1.0,1,8,3,2260,11000,1620,640,42,0,1,0,0,0,555000
8380,47.773999999999994,-122.384,3,1.75,1.0,1,8,3,2220,7224,2040,180,43,0,1,0,0,0,615000
8381,47.4362,-122.286,3,1.0,1.0,1,7,3,1130,9907,1130,0,64,0,1,0,0,0,179950
8382,47.7746,-122.23899999999999,3,1.0,1.0,1,7,4,980,9903,980,0,52,0,1,0,0,0,335000
8383,47.5671,-122.15700000000001,4,2.5,1.0,1,9,4,3830,13800,2030,1800,49,0,1,0,0,0,1100000
8384,47.7655,-122.336,3,1.75,1.0,1,8,5,1530,9800,1530,0,60,0,1,0,0,0,425000
8385,47.3389,-122.334,4,4.0,2.0,1,10,3,5635,9695,4360,1275,7,0,1,0,0,0,950000
8386,47.5922,-122.118,4,1.75,1.0,1,8,4,2250,10108,2250,0,51,0,1,0,0,0,605000
8387,47.5964,-122.20100000000001,5,3.5,2.0,1,11,3,5230,8960,4450,780,4,0,1,0,0,0,1987500
8388,47.5123,-122.316,5,2.5,2.0,1,7,3,2540,5100,2540,0,4,0,1,0,0,0,355000
8389,47.4261,-122.14399999999999,3,2.25,1.0,1,7,4,1400,10436,1040,360,33,0,1,0,0,0,258900
8390,47.5668,-122.169,5,2.75,1.0,1,8,4,2920,9163,1520,1400,42,0,1,0,0,0,713500
8391,47.656000000000006,-122.134,4,2.5,1.0,1,7,3,1950,7350,1150,800,55,0,1,0,0,0,385000
8392,47.7312,-122.29799999999999,3,1.5,1.0,1,7,3,1560,7884,1060,500,49,0,1,0,0,0,368000
8393,47.7024,-122.198,4,2.75,1.0,1,7,5,1610,11201,1020,590,36,0,1,0,0,0,575000
8394,47.5473,-122.17200000000001,3,1.5,1.0,1,8,4,2220,8994,1110,1110,56,0,1,0,0,0,500000
8395,47.6332,-122.199,4,4.25,2.0,1,10,3,4285,9345,4285,0,5,0,1,0,0,0,1890000
8396,47.7246,-122.17299999999999,3,1.75,1.0,1,7,4,1680,8610,1290,390,49,0,1,0,0,0,427000
8397,47.6088,-122.193,3,1.0,1.0,1,7,4,1220,8573,1220,0,64,0,1,0,0,0,672000
8398,47.5527,-122.12,3,2.75,2.0,1,10,3,2590,12063,2590,0,25,0,1,0,0,0,796500
8399,47.7538,-122.32700000000001,2,1.75,1.0,1,6,4,1820,8409,910,910,70,0,1,0,0,0,345000
8400,47.6112,-122.12799999999999,3,1.0,1.0,1,7,4,1160,8800,1160,0,59,0,1,0,0,0,480000
8401,47.505,-122.171,3,1.0,2.0,1,5,2,1960,9583,1960,0,110,0,1,0,0,0,180000
8402,47.6775,-122.16799999999999,3,1.0,1.0,1,7,3,1240,7300,1240,0,50,0,1,0,0,0,420000
8403,47.434,-122.171,3,2.5,1.0,1,7,3,1850,7875,1250,600,50,0,1,0,0,0,260000
8404,47.5736,-122.212,5,3.5,2.0,1,10,3,3420,8000,3420,0,12,0,1,0,0,0,1438890
8405,47.2634,-122.289,3,2.0,1.5,1,7,3,1790,7879,1790,0,20,0,1,0,0,0,258000
8406,47.5837,-122.382,3,1.75,1.0,1,8,4,3520,12350,1530,1990,58,0,1,0,0,0,775000
8407,47.6142,-122.209,2,1.5,1.0,1,6,4,1140,7800,1140,0,71,0,1,0,0,0,903000
8408,47.5296,-122.375,4,1.75,1.0,1,6,5,1690,7680,890,800,72,0,1,0,0,0,400375
8409,47.7368,-122.18299999999999,4,2.5,1.0,1,7,4,3160,7210,1880,1280,49,0,1,0,0,0,467500
8410,47.5659,-122.01299999999999,4,2.5,2.0,1,9,4,2160,7000,2160,0,29,0,1,0,0,0,653000
8411,47.732,-122.23100000000001,3,1.0,1.0,1,7,4,1010,7680,1010,0,51,0,1,0,0,0,350000
8412,47.3658,-122.085,3,2.0,1.0,1,7,5,1290,7372,1290,0,28,0,1,0,0,0,253000
8413,47.3061,-122.36,3,2.5,2.0,1,8,3,2450,7062,2450,0,25,0,1,0,0,0,299000
8414,47.6927,-122.395,3,1.5,1.0,1,7,5,2240,5300,1120,1120,63,0,1,0,0,0,635000
8415,47.7172,-122.34,2,1.0,1.0,1,6,3,700,6046,700,0,68,0,1,0,0,0,247500
8416,47.4847,-122.291,5,2.75,1.0,1,7,3,2770,6116,1490,1280,39,0,1,0,0,0,283450
8417,47.3678,-122.01899999999999,4,2.5,2.0,1,7,3,1980,7264,1980,0,22,0,1,0,0,0,240000
8418,47.7311,-122.353,3,1.75,1.0,1,7,3,1480,6360,1480,0,64,0,1,0,0,0,465000
8419,47.7049,-122.12299999999999,4,2.5,2.0,1,9,3,3640,6389,3640,0,4,0,1,0,0,0,932990
8420,47.5563,-122.39299999999999,4,2.75,2.0,1,7,3,2900,6400,2040,860,107,1,1,0,0,0,450000
8421,47.5575,-122.3,3,1.75,1.0,1,8,3,2660,5511,1330,1330,70,0,1,0,0,0,467000
8422,47.3582,-122.191,4,2.5,2.0,1,8,3,1700,6031,1700,0,24,0,1,0,0,0,225000
8423,47.6101,-122.286,4,2.25,2.0,1,8,5,3270,6000,2180,1090,109,0,1,0,0,0,1210000
8424,47.36,-122.178,3,1.0,1.0,1,7,3,1060,52272,1060,0,58,0,1,0,0,0,250000
8425,47.6475,-122.40899999999999,3,1.75,1.0,1,8,3,1740,8560,1500,240,70,0,1,0,0,0,827235
8426,47.6971,-122.315,2,1.0,1.0,1,7,3,1130,5413,880,250,79,0,1,0,0,0,443000
8427,47.6809,-122.288,5,3.0,2.0,1,10,3,2640,5096,2640,0,9,0,1,0,0,0,910000
8428,47.676,-122.281,2,1.0,1.0,1,7,3,910,4725,910,0,69,0,1,0,0,0,515000
8429,47.7317,-122.34299999999999,2,1.0,1.0,1,6,3,810,5100,810,0,63,0,1,0,0,0,229000
8430,47.5401,-122.3,3,2.5,1.0,1,8,3,1880,5290,1250,630,44,0,1,0,0,0,355000
8431,47.7289,-122.335,4,2.5,1.0,1,8,3,1900,5001,1200,700,10,0,1,0,0,0,500000
8432,47.5762,-122.412,4,2.25,1.0,1,7,3,1720,2300,860,860,78,1,1,0,0,0,555000
8433,47.7698,-122.235,5,2.75,2.0,1,9,3,2980,4502,2980,0,11,0,1,0,0,0,515000
8434,47.6797,-122.359,4,1.5,1.5,1,7,3,1960,4500,1960,0,96,0,1,0,0,0,660000
8435,47.551,-122.27600000000001,2,1.0,1.0,1,6,4,950,3090,950,0,109,0,1,0,0,0,330000
8436,47.6272,-122.29700000000001,3,2.25,2.0,1,9,3,2550,4089,2550,0,35,0,1,0,0,0,834000
8437,47.6875,-122.39299999999999,2,1.75,1.0,1,8,3,1840,4076,1140,700,61,0,1,0,0,0,575000
8438,47.3603,-122.081,4,2.5,2.0,1,7,3,1610,4052,1610,0,5,0,1,0,0,0,286950
8439,47.6652,-122.338,2,1.5,1.5,1,7,3,1090,4013,1090,0,118,0,1,0,0,0,430000
8440,47.7711,-122.16799999999999,4,2.5,2.0,1,8,3,2520,4831,2520,0,9,0,1,0,0,0,536000
8441,47.6221,-122.314,3,1.0,1.5,1,8,5,1400,1581,1400,0,109,0,1,0,0,0,667000
8442,47.4854,-122.16,4,2.25,2.0,1,7,3,2190,3850,2190,0,12,0,1,0,0,0,350000
8443,47.6871,-122.014,3,2.5,2.0,1,7,3,1850,3400,1850,0,8,0,1,0,0,0,359782
8444,47.6943,-122.184,2,1.5,2.0,1,7,4,1370,4102,1370,0,31,0,1,0,0,0,405000
8445,47.5667,-122.29700000000001,3,1.5,2.0,1,7,3,1390,1882,1390,0,4,0,1,0,0,0,175003
